run_type,replicate,model,branch_set,class_type,class_id,omega,syn_rate,proportion_percent
SRV,1,alternative,reference,omega,Diversifying selection,1.002,,0.0
SRV,1,alternative,reference,omega,Negative selection,0.013,,48.079
SRV,1,alternative,reference,omega,Negative selection,0.423,,51.921
SRV,1,alternative,test,omega,Diversifying selection,1.001,,0.0
SRV,1,alternative,test,omega,Diversifying selection,1.002,,0.0
SRV,1,alternative,test,omega,Negative selection,0.047,,48.079
SRV,1,alternative,test,omega,Negative selection,0.545,,51.921
SRV,1,alternative,test,omega,Negative selection,0.013,,48.079
SRV,1,alternative,test,omega,Negative selection,0.423,,51.921
SRV,1,null,reference,omega,Diversifying selection,1.079,,0.0
SRV,1,null,reference,omega,Negative selection,0.0,,45.454
SRV,1,null,reference,omega,Negative selection,0.427,,54.546
SRV,1,null,test,omega,Diversifying selection,1.079,,0.0
SRV,1,null,test,omega,Negative selection,0.0,,45.454
SRV,1,null,test,omega,Negative selection,0.427,,54.546
SRV,2,alternative,reference,omega,Diversifying selection,1.002,,0.0
SRV,2,alternative,reference,omega,Negative selection,0.031,,52.979
SRV,2,alternative,reference,omega,Negative selection,0.446,,47.021
SRV,2,alternative,test,omega,Diversifying selection,1.002,,0.0
SRV,2,alternative,test,omega,Diversifying selection,1.002,,0.0
SRV,2,alternative,test,omega,Negative selection,0.082,,52.979
SRV,2,alternative,test,omega,Negative selection,0.559,,47.021
SRV,2,alternative,test,omega,Negative selection,0.031,,52.979
SRV,2,alternative,test,omega,Negative selection,0.446,,47.021
SRV,2,null,reference,omega,Diversifying selection,1.137,,0.0
SRV,2,null,reference,omega,Negative selection,0.026,,52.091
SRV,2,null,reference,omega,Negative selection,0.458,,47.909
SRV,2,null,test,omega,Diversifying selection,1.137,,0.0
SRV,2,null,test,omega,Negative selection,0.026,,52.091
SRV,2,null,test,omega,Negative selection,0.458,,47.909
SRV,3,alternative,reference,omega,Negative selection,0.01,,28.448
SRV,3,alternative,reference,omega,Negative selection,0.25,,65.595
SRV,3,alternative,reference,omega,Neutral evolution,1.0,,5.958
SRV,3,alternative,test,omega,Negative selection,0.034,,28.448
SRV,3,alternative,test,omega,Negative selection,0.361,,65.595
SRV,3,alternative,test,omega,Negative selection,0.01,,28.448
SRV,3,alternative,test,omega,Negative selection,0.25,,65.595
SRV,3,alternative,test,omega,Neutral evolution,1.0,,5.958
SRV,3,alternative,test,omega,Neutral evolution,1.0,,5.958
SRV,3,null,reference,omega,Diversifying selection,1.08,,0.0
SRV,3,null,reference,omega,Negative selection,0.0,,43.882
SRV,3,null,reference,omega,Negative selection,0.414,,56.118
SRV,3,null,test,omega,Diversifying selection,1.08,,0.0
SRV,3,null,test,omega,Negative selection,0.0,,43.882
SRV,3,null,test,omega,Negative selection,0.414,,56.118
SRV,4,alternative,reference,omega,Diversifying selection,1.001,,0.0
SRV,4,alternative,reference,omega,Negative selection,0.065,,65.524
SRV,4,alternative,reference,omega,Negative selection,0.535,,34.476
SRV,4,alternative,test,omega,Diversifying selection,1.001,,0.0
SRV,4,alternative,test,omega,Diversifying selection,1.001,,0.0
SRV,4,alternative,test,omega,Negative selection,0.136,,65.524
SRV,4,alternative,test,omega,Negative selection,0.634,,34.476
SRV,4,alternative,test,omega,Negative selection,0.065,,65.524
SRV,4,alternative,test,omega,Negative selection,0.535,,34.476
SRV,4,null,reference,omega,Diversifying selection,1.098,,0.0
SRV,4,null,reference,omega,Negative selection,0.058,,60.701
SRV,4,null,reference,omega,Negative selection,0.505,,39.299
SRV,4,null,test,omega,Diversifying selection,1.098,,0.0
SRV,4,null,test,omega,Negative selection,0.058,,60.701
SRV,4,null,test,omega,Negative selection,0.505,,39.299
SRV,5,alternative,reference,omega,Diversifying selection,1.007,,24.723
SRV,5,alternative,reference,omega,Negative selection,0.0,,17.262
SRV,5,alternative,reference,omega,Negative selection,0.0,,58.015
SRV,5,alternative,test,omega,Diversifying selection,1.271,,24.723
SRV,5,alternative,test,omega,Diversifying selection,1.007,,24.723
SRV,5,alternative,test,omega,Negative selection,0.0,,17.262
SRV,5,alternative,test,omega,Negative selection,0.0,,58.015
SRV,5,alternative,test,omega,Negative selection,0.0,,17.262
SRV,5,alternative,test,omega,Negative selection,0.0,,58.015
SRV,5,null,reference,omega,Diversifying selection,1.002,,0.0
SRV,5,null,reference,omega,Negative selection,0.0,,45.832
SRV,5,null,reference,omega,Negative selection,0.431,,54.168
SRV,5,null,test,omega,Diversifying selection,1.002,,0.0
SRV,5,null,test,omega,Negative selection,0.0,,45.832
SRV,5,null,test,omega,Negative selection,0.431,,54.168
SRV,6,alternative,reference,omega,Negative selection,0.131,,83.624
SRV,6,alternative,reference,omega,Negative selection,0.66,,13.585
SRV,6,alternative,reference,omega,Neutral evolution,1.0,,2.791
SRV,6,alternative,test,omega,Negative selection,0.215,,83.624
SRV,6,alternative,test,omega,Negative selection,0.73,,13.585
SRV,6,alternative,test,omega,Negative selection,0.131,,83.624
SRV,6,alternative,test,omega,Negative selection,0.66,,13.585
SRV,6,alternative,test,omega,Neutral evolution,1.0,,2.791
SRV,6,alternative,test,omega,Neutral evolution,1.0,,2.791
SRV,6,null,reference,omega,Diversifying selection,1.076,,0.0
SRV,6,null,reference,omega,Negative selection,0.063,,60.782
SRV,6,null,reference,omega,Negative selection,0.497,,39.218
SRV,6,null,test,omega,Diversifying selection,1.076,,0.0
SRV,6,null,test,omega,Negative selection,0.063,,60.782
SRV,6,null,test,omega,Negative selection,0.497,,39.218
SRV,7,alternative,reference,omega,Diversifying selection,1.002,,0.0
SRV,7,alternative,reference,omega,Negative selection,0.087,,71.724
SRV,7,alternative,reference,omega,Negative selection,0.581,,28.276
SRV,7,alternative,test,omega,Diversifying selection,1.001,,0.0
SRV,7,alternative,test,omega,Diversifying selection,1.002,,0.0
SRV,7,alternative,test,omega,Negative selection,0.165,,71.724
SRV,7,alternative,test,omega,Negative selection,0.669,,28.276
SRV,7,alternative,test,omega,Negative selection,0.087,,71.724
SRV,7,alternative,test,omega,Negative selection,0.581,,28.276
SRV,7,null,reference,omega,Diversifying selection,1.058,,0.0
SRV,7,null,reference,omega,Negative selection,0.072,,63.53
SRV,7,null,reference,omega,Negative selection,0.514,,36.47
SRV,7,null,test,omega,Diversifying selection,1.058,,0.0
SRV,7,null,test,omega,Negative selection,0.072,,63.53
SRV,7,null,test,omega,Negative selection,0.514,,36.47
